date,Tem,电压(V),电流(A),放电容量(Ah)
58230,14.0,3.9001,13.0067,8.6213
58260,13.9,3.9001,13.0139,8.6148
58290,14.0,3.9001,13.0069,8.6082
58320,13.7,3.9001,13.0037,8.607
58350,14.0,3.9001,13.0075,8.6187
58380,14.5,3.9002,13.0074,8.6292
58410,14.7,3.9001,13.007,8.6298
58440,14.3,3.9001,13.0067,8.6044
58470,14.2,3.9001,13.0072,8.5905
58500,14.1,3.9001,13.007,8.5833
58530,14.0,3.9,13.0114,8.5761
58560,13.7,3.9002,13.0077,8.5686
58590,13.5,3.9001,13.0127,8.5609
58620,13.4,3.9002,13.0069,8.5547
58650,13.5,3.9,13.0046,8.5648
58680,13.6,3.9001,13.0067,8.575
58710,13.9,3.9001,13.0066,8.5755
58740,13.9,3.9001,13.0089,8.5723
58770,13.7,3.9001,13.0067,8.5537
58800,13.8,3.9,13.0065,8.5468
58830,13.8,3.9002,13.0064,8.5428
58860,13.6,3.9001,13.0102,8.5368
58890,13.5,3.9002,13.0067,8.5331
58920,13.4,3.9001,13.0098,8.5302
58950,13.5,3.9001,13.0065,8.5371
58980,13.7,3.9,13.0087,8.5476
59010,14.0,3.9001,13.0069,8.5525
59040,14.3,3.9002,13.0067,8.555
59070,14.0,3.9002,13.0065,8.5423
59100,13.9,3.9001,13.0065,8.5296
59130,13.9,3.9001,13.0062,8.5241
59160,13.8,3.9002,13.0115,8.5224
59190,13.7,3.9001,13.0068,8.5144
59220,13.6,3.9,13.0065,8.5063
59250,13.5,3.9001,13.0065,8.5048
59280,14.0,3.9,13.0066,8.5164
59310,14.2,3.9001,13.0044,8.5192
59340,14.4,3.9001,13.0065,8.5229
59370,14.4,3.9,13.0067,8.5159
59400,14.1,3.9,13.0067,8.4982
59430,14.1,3.9001,13.0091,8.4877
59460,14.0,3.9,13.0064,8.4819
59490,13.9,3.9,13.0068,8.4751
59520,14.0,3.9,13.0066,8.4693
59550,13.9,3.9001,13.0068,8.4678
59580,14.1,3.9002,13.0106,8.4762
59610,14.4,3.9002,13.0068,8.4828
59640,14.7,3.9001,13.0056,8.4868
59670,14.9,3.9001,13.0066,8.4882
59700,14.7,3.9001,13.0082,8.4733
59730,14.6,3.9001,13.0073,8.461
59760,14.6,3.9001,13.0069,8.4564
59790,14.3,3.9002,13.0111,8.4532
59820,14.3,3.9002,13.0073,8.4481
59850,14.2,3.9002,13.0078,8.4423
59880,14.5,3.9001,13.0072,8.4493
59910,15.0,3.9001,13.0071,8.4587
59940,15.4,3.9002,13.0065,8.4653
